-------------------Chip Info----------------------

Bounding Chip area: 1260
Bounding Chip dimensions: 36x35


Actual Chip area: 1347.5
Actual Chip dimensions: 38.5x35

Initial HPWL: 18300
After Annealing HPWL: 8224
Annealing Execution Time: 531.706s

-------------------Gate Info----------------------
INP-1: x=4, y=24
AND-260: x=15, y=34
AND-263: x=14, y=30
NAND-266: x=19, y=16
NAND-269: x=15, y=16
NAND-272: x=0, y=31
NAND-275: x=18, y=8
NAND-278: x=17, y=16
NAND-281: x=8, y=18
NAND-284: x=24, y=34
NAND-287: x=20, y=10
NAND-290: x=27.5, y=19
NAND-293: x=19, y=15
NAND-296: x=21, y=4
NAND-299: x=22, y=5
NAND-302: x=0, y=5
NAND-305: x=2, y=27
NAND-308: x=29, y=0
NAND-311: x=16, y=21
NAND-314: x=5, y=16
NAND-317: x=6, y=17
NAND-320: x=34, y=13
NAND-323: x=19, y=13
NAND-326: x=12, y=18
NAND-329: x=23, y=15
NAND-332: x=27, y=10
NAND-335: x=8, y=34
NAND-338: x=31.5, y=19
NAND-341: x=15, y=10
NAND-344: x=24, y=8
NAND-347: x=17, y=1
NAND-350: x=2, y=24
NAND-353: x=20, y=28
NAND-356: x=35, y=22
NAND-359: x=30, y=28
NAND-362: x=17, y=22
NAND-363: x=32.5, y=21
NAND-364: x=10, y=16
NAND-365: x=12, y=17
NAND-366: x=0, y=9
NAND-367: x=0, y=6
NAND-368: x=8, y=13
NAND-369: x=5, y=6
NAND-370: x=17, y=13
NAND-371: x=12, y=26
NAND-372: x=13, y=16
NAND-373: x=16, y=20
NAND-374: x=18, y=27
NAND-375: x=22, y=32
NAND-376: x=20, y=7
NAND-377: x=24, y=10
NAND-378: x=20, y=3
NAND-379: x=29, y=5
NAND-380: x=30, y=6
NAND-381: x=33, y=8
NAND-382: x=24, y=0
NAND-383: x=31, y=1
NAND-384: x=28, y=11
NAND-385: x=27, y=13
NAND-386: x=2, y=0
NAND-387: x=4, y=1
NAND-388: x=2, y=21
NAND-389: x=4, y=17
NAND-390: x=17, y=6
NAND-391: x=21, y=1
NAND-392: x=33, y=1
NAND-393: x=16, y=2
NAND-394: x=4, y=9
NAND-395: x=0, y=11
NAND-396: x=8, y=11
NAND-397: x=2, y=14
NAND-398: x=30, y=11
NAND-399: x=32, y=12
NAND-400: x=21, y=12
NAND-401: x=18, y=14
NAND-402: x=16, y=9
NAND-403: x=14, y=17
NAND-404: x=22, y=0
NAND-405: x=30, y=4
NAND-406: x=18, y=18
NAND-407: x=24, y=12
NAND-408: x=0, y=34
NAND-409: x=5, y=24
NAND-410: x=19, y=12
NAND-411: x=30, y=3
NAND-412: x=13, y=14
NAND-413: x=16, y=17
NAND-414: x=27, y=7
NAND-415: x=25, y=20
NAND-416: x=13, y=6
NAND-417: x=2, y=2
NAND-418: x=5, y=25
NAND-419: x=4, y=13
NAND-420: x=1, y=29
NAND-421: x=10, y=22
NAND-422: x=33, y=24
NAND-423: x=28, y=31
NAND-424: x=28, y=28
NAND-425: x=22, y=33
NAND-426: x=18, y=21
NAND-429: x=8, y=21
NAND-432: x=0, y=2
NAND-435: x=8, y=8
NAND-438: x=19, y=17
NAND-441: x=14, y=20
NAND-444: x=19, y=26
NAND-447: x=21, y=6
NAND-450: x=23, y=1
NAND-453: x=34, y=6
NAND-456: x=27, y=0
NAND-459: x=30, y=12
NAND-462: x=4, y=3
NAND-465: x=6, y=10
NAND-468: x=19, y=6
NAND-471: x=17, y=0
NAND-474: x=4, y=12
NAND-477: x=0, y=3
NAND-480: x=34, y=12
NAND-483: x=21, y=14
NAND-486: x=13, y=11
NAND-489: x=34, y=4
NAND-492: x=6, y=11
NAND-495: x=10, y=34
NAND-498: x=23, y=11
NAND-501: x=16, y=5
NAND-504: x=18, y=7
NAND-507: x=6, y=5
NAND-510: x=2, y=31
NAND-513: x=5, y=29
NAND-516: x=29, y=33
NAND-519: x=34, y=28
NAND-522: x=10, y=30
NAND-525: x=18, y=2
NAND-528: x=16, y=27
NAND-531: x=19, y=11
NAND-534: x=12, y=3
NAND-537: x=32, y=3
NAND-540: x=8, y=15
NAND-543: x=16, y=8
NAND-546: x=8, y=7
NAND-549: x=23, y=21
NAND-552: x=34, y=3
NAND-555: x=0, y=14
NAND-558: x=20, y=5
NAND-561: x=8, y=3
NAND-564: x=4, y=31
NAND-567: x=31, y=33
NAND-570: x=6, y=31
NAND-571: x=8, y=22
NAND-572: x=16, y=3
NAND-573: x=14, y=2
NAND-574: x=22, y=24
NAND-575: x=23, y=31
NAND-576: x=25, y=7
NAND-577: x=15, y=6
NAND-578: x=13, y=0
NAND-579: x=6, y=3
NAND-580: x=36, y=4
NAND-581: x=32, y=5
NAND-582: x=8, y=20
NAND-583: x=0, y=16
NAND-584: x=19, y=4
NAND-585: x=15, y=0
NAND-586: x=8, y=16
NAND-587: x=10, y=5
NAND-588: x=21, y=13
NAND-589: x=17.5, y=19
NAND-590: x=36, y=6
NAND-591: x=31, y=14
NAND-592: x=2, y=13
NAND-593: x=11, y=13
NAND-594: x=26, y=3
NAND-595: x=14, y=1
NAND-596: x=10, y=3
NAND-597: x=14, y=5
NAND-598: x=18, y=33
NAND-599: x=4, y=30
NAND-600: x=27.5, y=30
NAND-601: x=30, y=20
NAND-602: x=4, y=23
NAND-607: x=16, y=7
NAND-612: x=22, y=34
NAND-617: x=24, y=5
NAND-622: x=10, y=7
NAND-627: x=34, y=5
NAND-632: x=6, y=15
NAND-637: x=20, y=8
NAND-642: x=12, y=5
NAND-645: x=21, y=21
NAND-648: x=35, y=8
NAND-651: x=11, y=10
NAND-654: x=23, y=6
NAND-657: x=12, y=7
NAND-660: x=17, y=31
NAND-663: x=29, y=22
NAND-666: x=9, y=24
NAND-669: x=15, y=13
NAND-672: x=23, y=22
NAND-675: x=5, y=32
NAND-678: x=28, y=3
NAND-681: x=2, y=6
NAND-684: x=10, y=9
NAND-687: x=26, y=4
NAND-690: x=0, y=26
NAND-691: x=11, y=29
NAND-692: x=8, y=14
NAND-693: x=13, y=13
NAND-694: x=21, y=23
NAND-695: x=21, y=18
NAND-696: x=7, y=32
NAND-697: x=3, y=32
NAND-698: x=29, y=1
NAND-699: x=31, y=0
NAND-700: x=0, y=0
NAND-701: x=2, y=4
NAND-702: x=6, y=4
NAND-703: x=12, y=8
NAND-704: x=32, y=13
NAND-705: x=25, y=1
NAND-706: x=6, y=27
NAND-709: x=4, y=18
NAND-712: x=22, y=20
NAND-715: x=13, y=33
NAND-718: x=24, y=3
NAND-721: x=1, y=19
NAND-724: x=14, y=4
NAND-727: x=35.5, y=17
NAND-730: x=25, y=13
NAND-733: x=9, y=29
NAND-736: x=4, y=5
NAND-739: x=27, y=14
NAND-742: x=18, y=28
NAND-745: x=0, y=27
NAND-748: x=12, y=24
NAND-751: x=11, y=32
NAND-754: x=23, y=16
NAND-755: x=21, y=16
NAND-756: x=10, y=28
NAND-757: x=19, y=34
NAND-758: x=2, y=7
NAND-759: x=2, y=10
NAND-760: x=27, y=5
NAND-761: x=21, y=11
NAND-762: x=19, y=29
NAND-763: x=4, y=26
NAND-764: x=7, y=29
NAND-765: x=0, y=1
NAND-766: x=8, y=31
NAND-767: x=14, y=24
NAND-768: x=11, y=33
NAND-769: x=6, y=33
NAND-770: x=22.5, y=19
NAND-773: x=10, y=31
NAND-776: x=4, y=4
NAND-779: x=22, y=8
NAND-782: x=4, y=22
NAND-785: x=0, y=13
NAND-788: x=14, y=26
NAND-791: x=17, y=32
NAND-794: x=30, y=23
NAND-797: x=10, y=20
NAND-800: x=4, y=10
NAND-803: x=22, y=3
NAND-806: x=11, y=14
NAND-809: x=6, y=7
NAND-812: x=29.5, y=30
NAND-815: x=32, y=28
NAND-818: x=31, y=24
NAND-819: x=34, y=23
NAND-820: x=6, y=22
NAND-821: x=7, y=24
NAND-822: x=2, y=9
NAND-823: x=2, y=12
NAND-824: x=23, y=4
NAND-825: x=22, y=2
NAND-826: x=4, y=14
NAND-827: x=6, y=14
NAND-828: x=9, y=0
NAND-829: x=2, y=3
NAND-830: x=28, y=25
NAND-831: x=28, y=26
NAND-832: x=30, y=25
NAND-833: x=31, y=31
NAND-834: x=26, y=32
NAND-847: x=2, y=20
NAND-860: x=2, y=18
NAND-873: x=20, y=2
NAND-886: x=4, y=2
NAND-899: x=31, y=22
NAND-912: x=32, y=23
NAND-925: x=7, y=6
NOT-938: x=24, y=20
NOT-939: x=29, y=18
NOT-940: x=27, y=11
NOT-941: x=23, y=23
NOT-942: x=34.5, y=17
NOT-943: x=27, y=26
NOT-944: x=24.5, y=19
NOT-945: x=23, y=27
NOT-946: x=30, y=8
NOT-947: x=26, y=29
NOT-948: x=27, y=20
NOT-949: x=27, y=31
NOT-950: x=17, y=18
NOT-951: x=28, y=15
NOT-952: x=30.5, y=19
NOT-953: x=18, y=26
NOT-954: x=16, y=31
NOT-955: x=36, y=28
NOT-956: x=0, y=15
NOT-957: x=3, y=29
NOT-958: x=2, y=1
NOT-959: x=1, y=4
NOT-960: x=11, y=4
NOT-961: x=16, y=24
NOT-962: x=28, y=27
NOT-963: x=20, y=21
NOT-964: x=4, y=6
NOT-965: x=7, y=16
NOT-966: x=0, y=8
NOT-967: x=12, y=16
NOT-968: x=11, y=24
NOT-969: x=18, y=17
NOT-970: x=10, y=27
NOT-971: x=19, y=31
NOT-972: x=26, y=11
NOT-973: x=33, y=14
NOT-974: x=12, y=11
NOT-975: x=20, y=14
NOT-976: x=21, y=34
NOT-977: x=32, y=20
AND-978: x=28.5, y=17
AND-979: x=32, y=25
AND-980: x=32, y=11
AND-981: x=31.5, y=30
AND-982: x=8, y=2
AND-983: x=10, y=25
AND-984: x=6, y=12
AND-985: x=10, y=21
OR-986: x=30, y=15
OR-991: x=6, y=23
AND-996: x=25, y=16
AND-1001: x=25, y=21
AND-1006: x=29, y=29
AND-1011: x=3, y=19
AND-1016: x=18, y=30
AND-1021: x=30, y=18
AND-1026: x=20, y=9
AND-1031: x=21, y=17
AND-1036: x=21, y=26
AND-1039: x=8, y=26
AND-1042: x=29, y=10
AND-1045: x=16, y=25
AND-1048: x=3, y=33
AND-1051: x=1, y=15
AND-1054: x=23, y=29
AND-1057: x=12, y=15
AND-1060: x=12, y=22
AND-1063: x=2, y=25
AND-1066: x=16, y=29
AND-1069: x=26, y=24
AND-1072: x=14, y=23
AND-1075: x=19.5, y=19
AND-1078: x=25, y=15
AND-1081: x=12, y=12
AND-1084: x=32.5, y=16
AND-1087: x=30, y=26
AND-1090: x=5, y=28
AND-1093: x=7, y=25
AND-1096: x=30.5, y=9
AND-1099: x=31, y=7
AND-1102: x=20, y=27
AND-1105: x=33, y=20
AND-1108: x=5, y=8
AND-1111: x=33, y=0
AND-1114: x=15, y=11
AND-1117: x=14, y=18
AND-1120: x=16, y=12
AND-1123: x=27.5, y=9
AND-1126: x=16, y=15
AND-1129: x=26, y=18
NAND-1132: x=18, y=20
NAND-1135: x=2, y=28
NAND-1138: x=33.5, y=19
NAND-1141: x=20, y=33
NAND-1144: x=0, y=30
NAND-1147: x=0, y=10
NAND-1150: x=26, y=27
NAND-1153: x=10, y=11
NAND-1156: x=8, y=17
NAND-1159: x=10.5, y=19
NAND-1162: x=18, y=9
NAND-1165: x=25.5, y=30
NAND-1168: x=24, y=28
NAND-1171: x=15.5, y=19
NAND-1174: x=29, y=14
NAND-1177: x=9, y=10
NAND-1180: x=34, y=7
NAND-1183: x=24, y=18
NAND-1186: x=4, y=20
NAND-1189: x=8, y=27
NAND-1192: x=28, y=8
NAND-1195: x=20, y=0
NAND-1198: x=15, y=14
NAND-1201: x=24, y=27
NAND-1204: x=0, y=21
NAND-1207: x=24, y=2
NAND-1210: x=12, y=30
NAND-1213: x=10, y=18
NAND-1216: x=21, y=31
NAND-1219: x=6, y=2
NAND-1222: x=32, y=4
NAND-1225: x=24, y=26
NAND-1228: x=19, y=25
NAND-1229: x=20, y=20
NAND-1230: x=0, y=20
NAND-1231: x=0, y=25
NAND-1232: x=33, y=27
NAND-1233: x=33, y=22
NAND-1234: x=15, y=28
NAND-1235: x=9, y=33
NAND-1236: x=1, y=33
NAND-1237: x=1, y=32
NAND-1238: x=6, y=9
NAND-1239: x=2, y=11
NAND-1240: x=28, y=32
NAND-1241: x=26, y=28
NAND-1242: x=4, y=11
NAND-1243: x=12, y=20
NAND-1244: x=6, y=20
NAND-1245: x=6, y=13
NAND-1246: x=2, y=5
NAND-1247: x=4, y=7
NAND-1248: x=13.5, y=19
NAND-1249: x=21, y=29
NAND-1250: x=14, y=31
NAND-1251: x=14, y=27
NAND-1252: x=29, y=27
NAND-1253: x=26, y=25
NAND-1254: x=13, y=10
NAND-1255: x=14, y=8
NAND-1256: x=23, y=13
NAND-1257: x=26, y=12
NAND-1258: x=14, y=3
NAND-1259: x=12, y=4
NAND-1260: x=28, y=12
NAND-1261: x=26, y=8
NAND-1262: x=27, y=22
NAND-1263: x=21, y=22
NAND-1264: x=0, y=17
NAND-1265: x=0, y=23
NAND-1266: x=6, y=18
NAND-1267: x=4, y=27
NAND-1268: x=29, y=7
NAND-1269: x=14, y=9
NAND-1270: x=19, y=1
NAND-1271: x=26, y=2
NAND-1272: x=12, y=9
NAND-1273: x=18, y=10
NAND-1274: x=25.5, y=19
NAND-1275: x=24, y=24
NAND-1276: x=4, y=21
NAND-1277: x=0, y=24
NAND-1278: x=11, y=0
NAND-1279: x=27, y=1
NAND-1280: x=13, y=34
NAND-1281: x=8, y=30
NAND-1282: x=6, y=21
NAND-1283: x=10, y=17
NAND-1284: x=16, y=33
NAND-1285: x=25, y=31
NAND-1286: x=8, y=1
NAND-1287: x=12, y=1
NAND-1288: x=28, y=4
NAND-1289: x=32, y=10
NAND-1290: x=26, y=34
NAND-1291: x=24, y=32
NAND-1292: x=23, y=14
NAND-1293: x=2, y=26
NAND-1294: x=33, y=26
NAND-1295: x=16, y=26
NAND-1296: x=2, y=30
NAND-1297: x=0, y=12
NAND-1298: x=27, y=29
NAND-1299: x=1, y=8
NAND-1300: x=2, y=17
NAND-1301: x=8, y=5
NAND-1302: x=19, y=23
NAND-1303: x=12, y=31
NAND-1304: x=31, y=27
NAND-1305: x=14, y=7
NAND-1306: x=25, y=14
NAND-1307: x=9, y=6
NAND-1308: x=30, y=13
NAND-1309: x=21, y=25
NAND-1310: x=0, y=18
NAND-1311: x=6, y=26
NAND-1312: x=25, y=6
NAND-1313: x=18, y=3
NAND-1314: x=11, y=6
NAND-1315: x=22, y=28
NAND-1316: x=0, y=22
NAND-1317: x=10, y=1
NAND-1318: x=6, y=34
NAND-1319: x=4, y=15
NAND-1320: x=19, y=32
NAND-1321: x=10, y=8
NAND-1322: x=32, y=6
NAND-1323: x=27, y=33
BUFF-1324: x=22, y=10
BUFF-1325: x=13, y=28
BUFF-1326: x=20, y=24
BUFF-1327: x=24, y=23
BUFF-1328: x=25, y=22
BUFF-1329: x=24, y=25
BUFF-1330: x=28, y=20
BUFF-1331: x=9, y=4
BUFF-1332: x=2, y=22
BUFF-1333: x=8, y=9
BUFF-1334: x=19, y=22
BUFF-1335: x=9, y=32
BUFF-1336: x=29, y=24
BUFF-1337: x=21, y=15
BUFF-1338: x=36, y=13
BUFF-1339: x=3, y=16
BUFF-1340: x=28, y=23
BUFF-1341: x=11, y=27
BUFF-1342: x=2, y=23
BUFF-1343: x=0, y=28
BUFF-1344: x=31, y=8
BUFF-1345: x=18, y=5
BUFF-1346: x=0, y=7
BUFF-1347: x=28, y=6
BUFF-1348: x=3, y=34
BUFF-1349: x=4, y=0
BUFF-1350: x=6, y=0
BUFF-1351: x=10, y=15
BUFF-1352: x=8, y=28
BUFF-1353: x=34.5, y=21
BUFF-1354: x=23, y=7
BUFF-1355: x=17, y=24
-------------------Chip Layout----------------------

------ Row 0 : width 36 ------
| NAND-700 | NAND-386 | BUFF-1349 | BUFF-1350 | OUTP-1349 | NAND-828 | NAND-1278 | NAND-578 | NAND-585 | NAND-471 | INP-113 | NAND-1195 | NAND-404 | NAND-382 | OUTP-1347 | NAND-456 | NAND-308 | NAND-699 | AND-1111 | 

------ Row 1 : width 35 ------
| NAND-765 | NOT-958 | OUTP-1350 | NAND-387 | INP-106 | OUTP-1336 | NAND-1286 | NAND-1317 | NAND-1287 | NAND-595 | INP-233 | NAND-347 | NAND-1270 | NAND-391 | NAND-450 | NAND-705 | NAND-1279 | NAND-698 | NAND-383 | NAND-392 | 

------ Row 2 : width 28 ------
| NAND-432 | NAND-417 | NAND-886 | NAND-1219 | AND-982 | NAND-573 | NAND-393 | NAND-525 | NAND-873 | NAND-825 | NAND-1207 | NAND-1271 | 

------ Row 3 : width 36 ------
| NAND-477 | NAND-829 | NAND-462 | NAND-579 | NAND-561 | NAND-596 | NAND-534 | NAND-1258 | NAND-572 | NAND-1313 | NAND-378 | NAND-803 | NAND-718 | NAND-594 | NAND-678 | NAND-411 | NAND-537 | NAND-552 | 

------ Row 4 : width 38 ------
| INP-127 | NOT-959 | NAND-701 | NAND-776 | NAND-702 | OUTP-1331 | BUFF-1331 | NOT-960 | NAND-1259 | NAND-724 | AND-248 | NAND-584 | NAND-296 | NAND-824 | INP-120 | NAND-687 | NAND-1288 | NAND-405 | NAND-1222 | NAND-489 | NAND-580 | 

------ Row 5 : width 36 ------
| NAND-302 | NAND-1246 | NAND-736 | NAND-507 | NAND-1301 | NAND-587 | NAND-642 | NAND-597 | NAND-501 | BUFF-1345 | NAND-558 | NAND-299 | NAND-617 | INP-204 | NAND-760 | NAND-379 | OUTP-1324 | NAND-581 | NAND-627 | 

------ Row 6 : width 38 ------
| NAND-367 | NAND-681 | NOT-964 | NAND-369 | NAND-925 | NAND-1307 | NAND-1314 | NAND-416 | NAND-577 | NAND-390 | NAND-468 | NAND-447 | NAND-654 | NAND-1312 | INP-15 | BUFF-1347 | NAND-380 | NAND-1322 | NAND-453 | NAND-590 | 

------ Row 7 : width 36 ------
| BUFF-1346 | NAND-758 | NAND-1247 | NAND-809 | NAND-546 | NAND-622 | NAND-657 | NAND-1305 | NAND-607 | NAND-504 | NAND-376 | INP-227 | BUFF-1354 | NAND-576 | NAND-414 | NAND-1268 | AND-1099 | NAND-1180 | 

------ Row 8 : width 37 ------
| NOT-966 | NAND-1299 | OUTP-1333 | INP-176 | AND-1108 | NAND-435 | NAND-1321 | NAND-703 | NAND-1255 | NAND-543 | NAND-275 | NAND-637 | NAND-779 | NAND-344 | NAND-1261 | NAND-1192 | NOT-946 | BUFF-1344 | NAND-381 | NAND-648 | 

------ Row 9 : width 33.5 ------
| NAND-366 | NAND-822 | NAND-394 | NAND-1238 | BUFF-1333 | NAND-684 | NAND-1272 | NAND-1269 | NAND-402 | NAND-1162 | AND-1026 | AND-1123 | AND-1096 | 

------ Row 10 : width 34 ------
| NAND-1147 | NAND-759 | NAND-800 | NAND-465 | OUTP-1354 | NAND-1177 | NAND-651 | NAND-1254 | NAND-341 | INP-50 | NAND-1273 | NAND-287 | BUFF-1324 | NAND-377 | INP-162 | NAND-332 | AND-1042 | NAND-1289 | 

------ Row 11 : width 38 ------
| NAND-395 | NAND-1239 | NAND-1242 | NAND-492 | NAND-396 | NAND-1153 | NOT-974 | NAND-486 | AND-1114 | OUTP-1345 | NAND-531 | NAND-761 | NAND-498 | OUTP-1344 | NOT-972 | NOT-940 | NAND-384 | NAND-398 | AND-980 | 

------ Row 12 : width 36 ------
| NAND-1297 | NAND-823 | NAND-474 | AND-984 | AND-1081 | INP-134 | AND-1120 | NAND-410 | NAND-400 | OUTP-1338 | NAND-407 | NAND-1257 | NAND-1260 | NAND-459 | NAND-399 | NAND-480 | 

------ Row 13 : width 38 ------
| NAND-785 | NAND-592 | NAND-419 | NAND-1245 | NAND-368 | INP-218 | NAND-593 | NAND-693 | NAND-669 | NAND-370 | NAND-323 | NAND-588 | NAND-1256 | NAND-730 | NAND-385 | INP-148 | NAND-1308 | NAND-704 | NAND-320 | BUFF-1338 | 

------ Row 14 : width 34 ------
| NAND-555 | NAND-397 | NAND-826 | NAND-827 | NAND-692 | OUTP-1351 | NAND-806 | NAND-412 | NAND-1198 | INP-57 | NAND-401 | NOT-975 | NAND-483 | NAND-1292 | NAND-1306 | NAND-739 | NAND-1174 | NAND-591 | NOT-973 | 

------ Row 15 : width 38 ------
| NOT-956 | AND-1051 | NAND-1319 | NAND-632 | NAND-540 | BUFF-1351 | AND-1057 | OUTP-1352 | AND-1126 | NAND-293 | BUFF-1337 | NAND-329 | AND-1078 | NOT-951 | INP-141 | OR-986 | 

------ Row 16 : width 35.5 ------
| NAND-583 | INP-8 | BUFF-1339 | NAND-314 | NOT-965 | NAND-586 | NAND-364 | NOT-967 | NAND-372 | NAND-269 | NAND-278 | NAND-266 | NAND-755 | NAND-754 | AND-996 | AND-1084 | 

------ Row 17 : width 37.5 ------
| NAND-1264 | NAND-1300 | NAND-389 | NAND-317 | NAND-1156 | NAND-1283 | NAND-365 | NAND-403 | NAND-413 | NOT-969 | NAND-438 | AND-1031 | AND-978 | NOT-942 | NAND-727 | 

------ Row 18 : width 38.5 ------
| NAND-1310 | NAND-860 | NAND-709 | NAND-1266 | NAND-281 | NAND-1213 | NAND-326 | AND-1117 | NOT-950 | NAND-406 | OUTP-1337 | NAND-695 | INP-197 | NAND-1183 | AND-1129 | NOT-939 | AND-1021 | OUTP-1328 | 

------ Row 19 : width 38.5 ------
| OUTP-1346 | NAND-721 | AND-1011 | NAND-1159 | INP-85 | NAND-1248 | NAND-1171 | NAND-589 | AND-1075 | NAND-770 | NOT-944 | NAND-1274 | NAND-290 | INP-228 | NOT-952 | NAND-338 | NAND-1138 | AND-251 | 

------ Row 20 : width 36 ------
| NAND-1230 | NAND-847 | NAND-1186 | NAND-1244 | NAND-582 | NAND-797 | NAND-1243 | NAND-441 | NAND-373 | NAND-1132 | NAND-1229 | NAND-712 | NOT-938 | NAND-415 | NOT-948 | BUFF-1330 | NAND-601 | NOT-977 | AND-1105 | 

------ Row 21 : width 36.5 ------
| NAND-1204 | NAND-388 | NAND-1276 | NAND-1282 | NAND-429 | AND-985 | NAND-311 | NAND-426 | NOT-963 | NAND-645 | NAND-549 | AND-1001 | NAND-363 | BUFF-1353 | 

------ Row 22 : width 37 ------
| NAND-1316 | BUFF-1332 | NAND-782 | NAND-820 | NAND-571 | NAND-421 | AND-1060 | OUTP-1355 | INP-155 | NAND-362 | BUFF-1334 | NAND-1263 | NAND-672 | BUFF-1328 | NAND-1262 | NAND-663 | NAND-899 | NAND-1233 | NAND-356 | 

------ Row 23 : width 38 ------
| NAND-1265 | BUFF-1342 | NAND-602 | OR-991 | AND-1072 | INP-99 | OUTP-1327 | NAND-1302 | NAND-694 | NOT-941 | BUFF-1327 | OUTP-1340 | INP-78 | BUFF-1340 | NAND-794 | NAND-912 | NAND-819 | OUTP-1353 | OUTP-1330 | 

------ Row 24 : width 35 ------
| NAND-1277 | NAND-350 | INP-1 | NAND-409 | NAND-821 | NAND-666 | NOT-968 | NAND-748 | NAND-767 | NOT-961 | BUFF-1355 | INP-71 | BUFF-1326 | NAND-574 | NAND-1275 | AND-1069 | BUFF-1336 | NAND-818 | NAND-422 | 

------ Row 25 : width 38 ------
| NAND-1231 | AND-1063 | NAND-418 | AND-1093 | AND-983 | AND-1045 | NAND-1228 | NAND-1309 | OUTP-1329 | BUFF-1329 | NAND-1253 | NAND-830 | NAND-832 | AND-979 | 

------ Row 26 : width 35 ------
| NAND-690 | NAND-1293 | NAND-763 | NAND-1311 | AND-1039 | INP-43 | NAND-371 | NAND-788 | NAND-1295 | NOT-953 | NAND-444 | AND-1036 | NAND-1225 | OUTP-1325 | NOT-943 | NAND-831 | AND-1087 | NAND-1294 | 

------ Row 27 : width 35 ------
| NAND-745 | NAND-305 | NAND-1267 | NAND-706 | NAND-1189 | NOT-970 | BUFF-1341 | OUTP-1342 | NAND-1251 | NAND-528 | NAND-374 | AND-1102 | NOT-945 | NAND-1201 | NAND-1150 | NOT-962 | NAND-1252 | NAND-1304 | NAND-1232 | 

------ Row 28 : width 37 ------
| BUFF-1343 | NAND-1135 | OUTP-1343 | AND-1090 | BUFF-1352 | NAND-756 | INP-230 | BUFF-1325 | NAND-1234 | INP-190 | NAND-742 | NAND-353 | NAND-1315 | NAND-1168 | NAND-1241 | NAND-424 | NAND-359 | NAND-815 | NAND-519 | NOT-955 | 

------ Row 29 : width 37.5 ------
| OUTP-1348 | NAND-420 | NOT-957 | OUTP-1339 | NAND-513 | NAND-764 | NAND-733 | NAND-691 | AND-257 | AND-1066 | NAND-762 | NAND-1249 | AND-1054 | NOT-947 | NAND-1298 | AND-1006 | INP-92 | 

------ Row 30 : width 38.5 ------
| NAND-1144 | NAND-1296 | NAND-599 | INP-229 | INP-169 | NAND-1281 | NAND-522 | NAND-1210 | AND-263 | INP-211 | AND-1016 | NAND-1165 | NAND-600 | NAND-812 | AND-981 | INP-231 | 

------ Row 31 : width 34 ------
