Iteration	HPWL	Cost	Moves	T
60	94193.5	32491.6	1680	242.473
61	95012	32849.2	1686	230.349
62	94484.5	32534.1	1693	218.832
63	94285	32317.5	1683	207.89
64	94142.5	32028.3	1673	197.495
65	91337	31052.3	1665	187.621
66	92334.5	31530.8	1667	178.24
67	92161.5	31523.7	1661	169.328
68	93814.5	31997.1	1649	160.861
69	92539	31681.7	1675	152.818
70	93313.5	31936.4	1650	145.177
71	93797.5	32126.5	1649	137.918
72	93668	32311.6	1646	131.023
73	94190.5	32871.5	1651	124.471
74	93707.5	32032.2	1623	118.248
75	90761.5	30902	1620	112.335
76	92499	31468.1	1625	106.719
77	93415.5	31787.8	1634	101.383
78	91290.5	31105.5	1595	96.3136
79	92196.5	31467	1603	91.4979
80	91594	31308.6	1579	86.923
81	90155.5	30742.6	1582	82.5769
82	91058.5	31035.9	1581	78.448
83	90258	30616.6	1567	74.5256
84	91294.5	30949.9	1555	70.7993
85	91106	30960.6	1531	67.2594
86	91599.5	31220.6	1542	63.8964
87	90517	30761.5	1517	60.7016
88	89072.5	30328.2	1515	57.6665
89	89957.5	30526.5	1507	54.7832
90	86807	29558.9	1516	52.044
91	89490.5	30610.3	1486	49.4418
92	89496	30612	1457	46.9697
93	90151	30830.9	1492	44.6212
94	87277.5	29677.7	1450	42.3902
95	88132	30023.6	1427	40.2707
96	87103	29714.9	1405	38.2571
97	88263.5	30018.2	1398	36.3443
98	86717.5	29420	1397	34.5271
99	85938.5	29186.3	1389	32.8007
100	86284.5	29312.5	1325	31.1607
101	85406.5	29071.5	1301	29.6026
102	85284.5	29079.8	1302	28.1225
103	84758	28877	1296	26.7164
104	84659.5	28735.4	1260	25.3806
105	82936	28240.8	1268	24.1115
106	82827	28297.7	1260	22.906
107	83528.5	28396.1	1202	21.7607
108	82463.5	28166.2	1178	20.6726
109	81822	27929	1140	19.639
110	79846	27269	1107	18.6571
111	82391	28010.1	1073	17.7242
112	81568	27808	1062	16.838
113	80009.5	27318	1007	15.9961
114	78974.5	27007.5	1026	15.1963
115	80255.5	27414.2	1017	14.4365
116	78970.5	26939.1	976	13.7146
117	78305	26829.1	974	13.0289
118	77068	26390.8	931	12.3775
119	76619	26144.1	870	11.7586
120	75836	26021.2	868	11.1707
121	74264.5	25549.8	802	10.6121
122	73777	25336.3	752	10.0815
123	71729	24721.9	725	9.57745
124	71523.5	24637.8	657	9.09858
125	70577	24376.3	673	8.64365
126	69443	24036.1	618	8.21147
127	68336	23704	563	7.80089
128	67171.5	23332.2	566	7.41085
129	66393.5	23098.8	515	7.04031
130	65357	22810.3	511	6.68829
131	64022.5	22365.2	453	6.35388
132	63646.5	22297.2	470	6.03618
133	62563.5	21927.4	418	5.73437
134	61371	21569.7	392	5.44765
135	60666	21335.8	373	5.17527
136	59159.5	20883.8	343	4.91651
137	57833	20485.9	315	4.67068
138	57236	20284.4	288	4.43715
139	56262	19992.2	262	4.21529
140	56117.5	19971.2	267	4.00453
141	54861	19571.9	258	3.8043
142	53077.5	19036.8	268	3.61408
143	52708	18926	226	3.43338
144	51973.5	18705.6	172	3.26171
145	51245	18487.1	164	3.09863
146	50646	18285	197	2.94369
147	49704	18002.4	172	2.79651
148	49349	17895.9	174	2.65668
149	48754	17717.4	148	2.52385
150	48060	17509.2	151	2.39766
151	47630.5	17380.3	137	2.27777
152	46983.5	17186.2	121	2.16389
153	46333	16968.7	129	2.05569
154	45953	16854.7	106	1.95291
155	45438	16700.2	105	1.85526
156	45043	16581.7	91	1.7625
157	44446.5	16402.8	117	1.67437
158	43913.5	16242.8	85	1.59066
159	43551	16134.1	81	1.51112
160	43141.5	16011.2	69	1.43557
161	42751.5	15894.2	63	1.36379
162	42379.5	15782.6	65	1.2956
163	41985.5	15664.4	67	1.23082
164	41571	15540.1	64	1.16928
165	41309	15461.5	81	1.11081
166	40891.5	15336.2	65	1.05527
167	40609.5	15251.6	61	1.00251
