Iteration	HPWL	Cost	Moves	T
121	16491.5	5976.45	423	10.6121
122	16183.5	5896.3	391	10.0815
123	15738.5	5750.55	386	9.57745
124	15481	5648.8	379	9.09858
125	15521	5660.8	366	8.64365
126	15004	5505.7	360	8.21147
127	14774.5	5436.85	335	7.80089
128	14757.5	5431.75	309	7.41085
129	14933	5521.15	314	7.04031
130	15194	5538.2	309	6.68829
131	14956	5491.3	319	6.35388
132	14608	5374.65	293	6.03618
133	13926.5	5157.95	261	5.73437
134	14168.5	5230.55	233	5.44765
135	14021.5	5198.7	237	5.17527
136	13988	5176.4	259	4.91651
137	13496.5	5016.7	215	4.67068
138	13584.5	5030.85	207	4.43715
139	13498.5	5005.05	209	4.21529
140	13257	4932.6	191	4.00453
141	13291.5	4967.45	167	3.8043
142	12634.5	4745.85	185	3.61408
143	12614	4751.95	165	3.43338
144	12392.5	4685.5	135	3.26171
145	11980.5	4561.9	173	3.09863
146	11824.5	4490.6	145	2.94369
147	11542	4405.85	126	2.79651
148	11220.5	4309.4	103	2.65668
149	10788	4179.65	120	2.52385
150	10557	4110.35	115	2.39766
151	10418	4056.4	85	2.27777
152	10337	4032.1	99	2.16389
153	9979.5	3924.85	82	2.05569
154	9775	3863.5	68	1.95291
155	9581.5	3805.45	68	1.85526
156	9565	3800.5	61	1.7625
157	9401	3751.3	57	1.67437
158	9166	3680.8	54	1.59066
159	9087	3657.1	50	1.51112
160	8999	3630.7	53	1.43557
161	8964	3620.2	47	1.36379
162	8828	3579.4	53	1.2956
163	8634.5	3521.35	35	1.23082
164	8622	3517.6	38	1.16928
165	8526.5	3488.95	38	1.11081
166	8384.5	3446.35	46	1.05527
167	8323.5	3428.05	37	1.00251
