Iteration	HPWL	Cost	Moves	T
123	280790	91528.3	3422	9.57745
124	278874	91116	3391	9.09858
125	279800	91263.6	3389	8.64365
126	278554	90824.7	3372	8.21147
127	283416	92609.1	3389	7.80089
128	281012	91627.5	3338	7.41085
129	274760	89523.7	3289	7.04031
130	277584	90566.4	3309	6.68829
131	271238	88825.2	3258	6.35388
132	269317	87956.1	3220	6.03618
133	273746	89415.1	3177	5.73437
134	272137	88769.5	3131	5.44765
135	270116	88065.4	3119	5.17527
136	271490	88575.6	3063	4.91651
137	272404	88784.5	3083	4.67068
138	268130	87567.4	2990	4.43715
139	270298	88217.8	3014	4.21529
140	266024	86968.1	2948	4.00453
141	266498	86980.2	2884	3.8043
142	266347	87065.1	2835	3.61408
143	265902	86736.1	2805	3.43338
144	262425	85823.4	2800	3.26171
145	262761	85696.4	2755	3.09863
146	256985	84061.2	2723	2.94369
147	260921	85307.1	2623	2.79651
148	256853	83858.8	2562	2.65668
149	255136	83441.5	2448	2.52385
150	249346	81606.8	2400	2.39766
151	252332	82502.4	2291	2.27777
152	247294	80991.1	2322	2.16389
153	243430	79767	2193	2.05569
154	240572	78877.1	2132	1.95291
155	239152	78450.8	2038	1.85526
156	236344	77575.9	1980	1.7625
157	235465	77312.2	1947	1.67437
158	233570	76711.3	1881	1.59066
159	232654	76404	1804	1.51112
160	227755	74934.1	1731	1.43557
161	223000	73475.2	1643	1.36379
162	220352	72713.2	1558	1.2956
163	215046	71154	1469	1.23082
164	214537	70968.8	1491	1.16928
165	209959	69530.2	1343	1.11081
166	206246	68383.6	1247	1.05527
167	203848	67697.1	1157	1.00251
