Iteration	HPWL	Cost	Moves	T
95	12243.5	4620.15	420	40.2707
96	12077.5	4547.25	418	38.2571
97	11987.5	4554.9	408	36.3443
98	12107	4625.4	432	34.5271
99	11824.5	4563.75	415	32.8007
100	11853	4503	417	31.1607
101	11403.5	4333.5	403	29.6026
102	12080	4651.95	402	28.1225
103	11996.5	4546.05	394	26.7164
104	11864.5	4483.35	399	25.3806
105	11618.5	4409.55	407	24.1115
106	11726	4476.45	366	22.906
107	11743	4446.9	377	21.7607
108	12053	4539.9	381	20.6726
109	11726	4441.8	387	19.639
110	11510	4388.55	376	18.6571
111	11574	4419.3	379	17.7242
112	11502	4374.6	394	16.838
113	11439.5	4390.5	356	15.9961
114	11684	4440.75	358	15.1963
115	11451	4359.3	356	14.4365
116	11306.5	4339.05	354	13.7146
117	11080	4236.45	341	13.0289
118	11210	4252.35	317	12.3775
119	11300.5	4314.15	322	11.7586
120	11161	4249.2	318	11.1707
121	10918	4176.3	314	10.6121
122	11051.5	4193.25	299	10.0815
123	10563.5	4035.3	292	9.57745
124	10129.5	3939.75	273	9.09858
125	10716.5	4081.2	283	8.64365
126	10484	3999.9	268	8.21147
127	10707	4066.8	276	7.80089
128	10347	3981.9	256	7.41085
129	10613	4050.15	247	7.04031
130	10208.5	3917.25	237	6.68829
131	10301.5	3956.7	227	6.35388
132	10435.5	3973.8	236	6.03618
133	9917	3806.7	208	5.73437
134	9926.5	3809.55	193	5.44765
135	9771	3762.9	195	5.17527
136	9720.5	3747.75	185	4.91651
137	9538.5	3681.6	158	4.67068
138	9353	3614.4	143	4.43715
139	9238	3579.9	149	4.21529
140	9270	3589.5	134	4.00453
141	9133.5	3560.1	115	3.8043
142	9063.5	3550.65	133	3.61408
143	8769	3462.3	127	3.43338
144	8626.5	3419.55	127	3.26171
145	8523.5	3388.65	102	3.09863
146	8281	3315.9	116	2.94369
147	8251	3283.8	92	2.79651
148	8252	3284.1	78	2.65668
149	8116	3254.85	86	2.52385
150	8116	3243.3	88	2.39766
151	8105	3240	74	2.27777
152	7881.5	3172.95	78	2.16389
153	7946.5	3192.45	60	2.05569
154	7758	3135.9	65	1.95291
155	7602.5	3089.25	68	1.85526
156	7432.5	3038.25	50	1.7625
157	7218	2973.9	41	1.67437
158	7082	2933.1	53	1.59066
159	6995	2907	56	1.51112
160	6830.5	2857.65	60	1.43557
161	6698	2817.9	37	1.36379
162	6603.5	2789.55	32	1.2956
163	6483	2753.4	43	1.23082
164	6455	2745	30	1.16928
165	6421	2734.8	26	1.11081
166	6398	2727.9	25	1.05527
167	6338	2709.9	34	1.00251
