Iteration	HPWL	Cost	Moves	T
56	34523	12057.5	914	297.693
57	32766	11650.8	925	282.808
58	33833	11955.9	929	268.668
59	34761	12204.2	921	255.234
60	35457	12443.1	916	242.473
61	33287	11972.7	913	230.349
62	34058	12113.7	918	218.832
63	34200.5	12261.8	918	207.89
64	34485.5	12121.5	915	197.495
65	34109	11963.4	910	187.621
66	33808.5	11933.5	920	178.24
67	34478	12013.9	913	169.328
68	33242	11688.3	906	160.861
69	33671.5	11892.4	911	152.818
70	33035.5	11596.2	905	145.177
71	33691	11838	909	137.918
72	33583	11941.1	908	131.023
73	33919	12026.8	891	124.471
74	33164	11589.6	904	118.248
75	33102	11661.4	886	112.335
76	33509	11798.5	888	106.719
77	33843	11928.8	892	101.383
78	33026.5	11488.2	884	96.3136
79	33767	11921.1	883	91.4979
80	34199.5	11945.5	880	86.923
81	32926	11698.8	883	82.5769
82	32477	11383.6	874	78.448
83	32798	11479.9	867	74.5256
84	33071	11621.9	858	70.7993
85	33667.5	11861.1	860	67.2594
86	34066	11890.3	878	63.8964
87	33727.5	11879.1	857	60.7016
88	32955.5	11587.3	861	57.6665
89	32724	11457.6	848	54.7832
90	32183.5	11280.4	829	52.044
91	33858.5	11963.5	831	49.4418
92	33160.5	11648.8	843	46.9697
93	32701.5	11496	829	44.6212
94	33030.5	11489.4	812	42.3902
95	33254	11676.8	825	40.2707
96	33411	11723.9	826	38.2571
97	32068	11185.6	825	36.3443
98	32011.5	11243.9	797	34.5271
99	31905.5	11136.9	810	32.8007
100	32521	11426.8	802	31.1607
101	32667	11425.5	780	29.6026
102	31336.5	11026.3	773	28.1225
103	31775.5	11248.4	758	26.7164
104	31366	11050.2	733	25.3806
105	31600.5	11015.2	766	24.1115
106	31794	11073.3	741	22.906
107	31061	10853.4	732	21.7607
108	30935.5	10830.8	744	20.6726
109	30925.5	10842.9	706	19.639
110	30669.5	10751	695	18.6571
111	30797	10804.3	721	17.7242
112	29658.5	10432.6	662	16.838
113	30069	10540.7	664	15.9961
114	30610	10657.9	679	15.1963
115	29629.5	10378.8	600	14.4365
116	30055	10506.5	620	13.7146
117	29821	10436.2	613	13.0289
118	29767.5	10405.1	565	12.3775
119	28858.5	10132.4	603	11.7586
120	29203.5	10251	570	11.1707
121	28278.5	9973.5	572	10.6121
122	28645.5	10053.5	550	10.0815
123	27979	9838.5	526	9.57745
124	28102.5	9875.55	486	9.09858
125	27229	9613.5	504	8.64365
126	27001	9530.05	446	8.21147
127	26560.5	9412.95	445	7.80089
128	25792	9182.4	420	7.41085
129	25752.5	9170.55	424	7.04031
130	25715	9144.25	383	6.68829
131	25589.5	9121.65	371	6.35388
132	25650.5	9109.85	388	6.03618
133	25153	8975.65	347	5.73437
134	25066	8934.5	307	5.44765
135	24037.5	8610.9	314	5.17527
136	23704.5	8511	298	4.91651
137	23340.5	8401.8	283	4.67068
138	22964	8288.85	238	4.43715
139	22672.5	8201.4	255	4.21529
140	22526.5	8142.55	232	4.00453
141	21952.5	7985.4	218	3.8043
142	21819	7930.3	208	3.61408
143	21112	7718.2	200	3.43338
144	20668.5	7600.2	170	3.26171
145	20422	7496.15	170	3.09863
146	20151	7414.85	158	2.94369
147	20181	7423.85	145	2.79651
148	19807	7311.65	123	2.65668
149	19259.5	7132.35	142	2.52385
150	19083.5	7079.55	129	2.39766
151	18735.5	6975.15	108	2.27777
152	18538	6915.9	111	2.16389
153	18395.5	6873.15	89	2.05569
154	18093	6782.4	90	1.95291
155	17807	6696.6	91	1.85526
156	17577.5	6627.75	84	1.7625
157	17198.5	6514.05	79	1.67437
158	16784.5	6389.85	85	1.59066
159	16570.5	6325.65	67	1.51112
160	16310	6247.5	71	1.43557
161	16104.5	6185.85	68	1.36379
162	15875	6117	62	1.2956
163	15697.5	6048.7	52	1.23082
164	15446	5973.25	48	1.16928
165	15256	5916.25	55	1.11081
166	15150.5	5884.6	46	1.05527
167	14872	5801.05	45	1.00251
