Iteration	HPWL	Cost	Moves	T
80	171992	58061.4	2580	86.923
81	171592	57714.8	2581	82.5769
82	169269	57159.4	2569	78.448
83	170550	57458.5	2573	74.5256
84	173452	58385.8	2574	70.7993
85	174153	58568	2576	67.2594
86	171305	57826.9	2576	63.8964
87	170986	57731.2	2569	60.7016
88	170947	57549.4	2558	57.6665
89	170220	57359.8	2571	54.7832
90	168062	56655.8	2559	52.044
91	171404	57771.6	2557	49.4418
92	172588	58608.9	2550	46.9697
93	168980	56760.8	2567	44.6212
94	171288	57651.6	2558	42.3902
95	171612	57748.8	2556	40.2707
96	170530	57537.8	2544	38.2571
97	171000	57480.2	2528	36.3443
98	170468	57150.6	2519	34.5271
99	172654	58458.4	2530	32.8007
100	168574	56582.4	2525	31.1607
101	174299	58328.2	2530	29.6026
102	170198	57239.8	2525	28.1225
103	168454	56404.5	2520	26.7164
104	170267	56920.2	2524	25.3806
105	173352	58497.9	2508	24.1115
106	171080	57249.3	2510	22.906
107	169418	57232.5	2513	21.7607
108	171194	57198.3	2501	20.6726
109	169274	56792.2	2487	19.639
110	169336	56697.8	2477	18.6571
111	169228	56693.6	2476	17.7242
112	168120	56332.8	2446	16.838
113	169884	57032.1	2439	15.9961
114	166750	56007	2454	15.1963
115	169102	56457.3	2436	14.4365
116	166286	55980.9	2429	13.7146
117	168230	56677.7	2445	13.0289
118	170558	57064.3	2413	12.3775
119	170246	57055.5	2421	11.7586
120	167213	55833.9	2396	11.1707
121	166870	56269.5	2386	10.6121
122	166567	55668.4	2387	10.0815
123	166690	55932	2364	9.57745
124	166720	56054.6	2330	9.09858
125	162653	54607.7	2340	8.64365
126	165973	55745.4	2308	8.21147
127	164175	55262.7	2303	7.80089
128	163564	54739	2289	7.41085
129	165194	55426.8	2268	7.04031
130	163052	54557.4	2266	6.68829
131	163158	54617.5	2224	6.35388
132	161422	54068.1	2236	6.03618
133	162892	54339.2	2188	5.73437
134	163131	54467.5	2135	5.44765
135	161038	53924.6	2144	5.17527
136	160706	53711.8	2129	4.91651
137	158905	53143.1	2142	4.67068
138	162092	54155.7	2063	4.43715
139	159391	53572.3	2107	4.21529
140	160592	53734	2030	4.00453
141	158636	53119	2006	3.8043
142	154106	51703.5	1963	3.61408
143	154770	51846	1947	3.43338
144	158443	52976.1	1902	3.26171
145	155687	52149.3	1896	3.09863
146	153602	51580.5	1880	2.94369
147	153820	51617.7	1848	2.79651
148	152878	51164.8	1826	2.65668
149	153031	51295.8	1765	2.52385
150	150888	50454.3	1729	2.39766
151	149039	50069.8	1723	2.27777
152	147644	49424.4	1672	2.16389
153	146434	49118.2	1535	2.05569
154	145332	48900.9	1512	1.95291
155	143528	48331.5	1502	1.85526
156	142677	48047.8	1439	1.7625
157	140222	47339.7	1401	1.67437
158	141419	47670.4	1406	1.59066
159	138611	46686.3	1265	1.51112
160	138880	46767	1235	1.43557
161	138184	46586.7	1270	1.36379
162	136080	45955.3	1139	1.2956
163	133946	45286.9	1133	1.23082
164	132491	44765.2	1081	1.16928
165	130090	44016.4	993	1.11081
166	128644	43611	989	1.05527
167	128367	43499.7	952	1.00251
